1 : 0.00 2 : 0.00 3 : 0.00 4 : 0.00
1 : 0.00 2 : 146.00 3 : 9.00 4 : 29.00
1 : 0.00 2 : 107.00 3 : 0.00 4 : 9.00
1 : 0.00 2 : 0.00 3 : 0.00 4 : 0.00
1 : 0.00 2 : 0.00 3 : 0.00 4 : 0.00
1 : 0.00 2 : 0.00 3 : 0.00 4 : 0.00
1 : 0.00 2 : 0.00 3 : 0.00 4 : 0.00
1 : 0.00 2 : 0.00 3 : 0.00 4 : 0.00
1 : 146.00 2 : 0.00 3 : 0.00 4 : 0.00
1 : 185.00 2 : 0.00 3 : 0.00 4 : 0.00
1 : 253.00 2 : 0.00 3 : 0.00 4 : 0.00
1 : 87.00 2 : 9.00 3 : 9.00 4 : 0.00
1 : 19.00 2 : 97.00 3 : 19.00 4 : 0.00
1 : 0.00 2 : 312.00 3 : 39.00 4 : 0.00
1 : 0.00 2 : 439.00 3 : 39.00 4 : 9.00
1 : 0.00 2 : 498.00 3 : 29.00 4 : 9.00
1 : 0.00 2 : 566.00 3 : 0.00 4 : 0.00
1 : 0.00 2 : 576.00 3 : 0.00 4 : 0.00
1 : 0.00 2 : 517.00 3 : 0.00 4 : 0.00
1 : 0.00 2 : 312.00 3 : 0.00 4 : 9.00
1 : 0.00 2 : 126.00 3 : 0.00 4 : 0.00
1 : 0.00 2 : 0.00 3 : 0.00 4 : 0.00
1 : 0.00 2 : 0.00 3 : 0.00 4 : 0.00